state,year,gini,bachelors_or_higher_percent,management_percent,income_median,income_mean,population,male_percent,age_median,white_percent,population_density,search_interest
Massachusetts,2010,47.5,39,43.5,62072,8.4005,6557254,48.3,39.1,81.1,8.405702774161886,73
Michigan,2010,45.1,25.2,34.2,45413,5.9772,9877574,49.1,39,79.3,1.7448971925644496,56.2
Minnesota,2010,44,31.8,38.4,55459,7.1345,5310584,49.6,37.5,86.1,0.6669337249599383,53
Mississippi,2010,46.800000000000004,19.5,31,36851,5.0591,2970036,48.5,36.1,59.5,0.6329390967933235,43.9
Missouri,2010,45.5,25.6,34.4,44301,5.9525,5996231,48.9,38,83.1,0.8722248494422619,52.5
Montana,2010,43.5,28.8,35.9,42666,5.6266,990898,50.4,40.1,89.9,0.06807938697687577,61.9
Nebraska,2010,43.2,28.6,35.2,48408,6.163,1830429,49.5,36.3,88.9,0.23828164658601306,46
Nevada,2010,44.800000000000004,21.7,28.3,51001,6.663,2704642,50.5,36.3,72.9,0.24618884286720327,63.1
New Hampshire,2010,42.5,32.8,38.9,61042,7.7323,1316759,49.2,41.3,94.1,1.4706223418903819,81
New Jersey,2010,46.400000000000006,35.4,40.3,67681,9.0882,8801624,48.7,39,69.3,11.967138306664697,62
New Mexico,2010,46.400000000000006,25,35.5,42090,5.7655,2065932,49.4,36.7,73.4,0.17029802111872985,62.4
New York,2010,49.9,32.5,38.5,54148,7.8726,19392283,48.4,38,65.9,4.115209771717613,72.7
North Carolina,2010,46.400000000000006,26.5,35,43326,5.9053,9561558,48.7,37.3,69.7,1.966462888107954,53.4
North Dakota,2010,43.3,27.6,34.6,48670,6.1289,674499,50.9,37.4,90,0.09776161215689104,44.3
Ohio,2010,45.2,24.6,34,45090,5.9654,11536182,48.8,38.9,83,2.8234306092246975,61.5
Oklahoma,2010,45.4,22.9,32.2,42072,5.6533,3761702,49.3,36.3,73.5,0.5483809327330943,42.9
Oregon,2010,44.9,28.8,36.2,46560,6.1552,3838957,49.5,38.5,85,0.3999081523745525,100
Pennsylvania,2010,46.1,27.1,36.1,49288,6.5878,12709630,48.7,40.2,82.6,2.8406354479985145,65.3
Rhode Island,2010,46.7,30.2,36.3,52254,6.984,1052886,48.3,39.6,81.4,10.183731181375201,69.6
South Carolina,2010,46.1,24.5,32.2,42018,5.6365,4636312,48.6,37.8,67.1,1.542131609881914,48.3
South Dakota,2010,44.2,26.3,35.3,45904,5.9391,816463,50.4,37.3,86,0.10770082642267235,47.1
Tennessee,2010,46.800000000000004,23.1,33.4,41461,5.6835,6356897,48.7,38,78.4,1.5417160592722516,46.8
Texas,2010,46.9,25.9,34.3,48615,6.6756,25257114,49.6,33.6,74.1,0.9667121102251928,50.3
Utah,2010,41.9,29.3,35.3,54744,6.8176,2776469,50.3,29.2,88.8,0.33704479600028464,58
Vermont,2010,44.4,33.6,38.5,49406,6.3768,625960,49.2,41.5,95.4,0.6791178997446639,55.3
Virginia,2010,45.9,34.2,42.1,60674,8.1608,8024617,49.1,37.5,69.5,2.0324688445216594,31.3
Washington,2010,44.1,31.1,38.5,55631,7.1739,6744496,49.8,37.2,78.7,1.0148890099225016,84.8
West Virginia,2010,45.1,17.5,30.2,38218,5.0574,1853973,49.3,41.2,93.9,0.7711664467336747,57.4
Wisconsin,2010,43,26.3,33.6,49001,6.2376,5691047,49.7,38.5,87,1.0506451024027168,52.7
Wyoming,2010,42.3,24.1,33,53512,6.671,564460,50.9,36.7,91,0.058138557834137995,67.9
Alabama,2011,47.349999999999994,22.3,32.9,41415,5.7208,4802740,48.4,38.1,69.1,0.9482747620664489,34.2
Alaska,2011,40.99,26.4,36,67825,8.2665,722718,51.6,33.9,66.8,0.012656547412758868,50.3
Arizona,2011,46,26.6,34.3,46709,6.2927,6482505,49.8,36.2,79.3,0.5703690808909243,55.8
Arkansas,2011,46.839999999999996,20.3,31.1,38758,5.3204,2937979,49.3,37.5,78.2,0.5650740603870986,42.3
California,2011,48.120000000000005,30.3,36.7,57287,8.0848,37691912,49.7,35.4,62.9,2.4183411964669177,67.2
Colorado,2011,45.879999999999995,36.7,40.1,55387,7.4852,5116796,50.2,36.2,84.4,0.4937225328447779,63.6
Connecticut,2011,48.59,36.2,40.9,65753,9.2248,3580709,48.7,40.3,77.8,7.394532464772868,60.1
Delaware,2011,44.04,28.8,37.6,58814,7.64,907135,48.5,39.1,70.2,4.655426659814634,53.4
District of Columbia,2011,53.38,52.5,60.8,63124,9.8177,617996,47.3,33.4,39.9,101.10165988116324,60
Florida,2011,48.11,25.8,33.1,44299,6.3006,19057542,48.9,41.1,76.3,3.5519714672311005,47.2
Georgia,2011,47.699999999999996,27.6,35.2,46007,6.3554,9815210,49,35.5,60.7,1.700572028090549,41
Hawaii,2011,43.01,29.1,34,61821,7.8802,1374810,50.1,38.5,25,2.1406216488254737,59.9
Idaho,2011,43.2,25.2,33.8,43341,5.6222,1584985,50.2,35,92.5,0.19178199566791293,53.7
Illinois,2011,47.18,31,36,53234,7.3068,12869259,49,36.8,72.5,2.318233494408294,56.1
Indiana,2011,44.61,23,31.9,46438,6.0278,6516922,49.2,37.1,84.6,1.8190393649415086,47.9
Iowa,2011,43.4,25.8,33.8,49427,6.2876,3062309,49.4,38.1,91.5,0.5482759018674587,41.8
Kansas,2011,44.42,30.1,36.3,48964,6.4545,2871238,49.6,36.3,85.1,0.3511849692536373,43.9
Kentucky,2011,47.089999999999996,21.1,32.9,41141,5.6104,4369356,49.1,38.2,87.8,1.1063988694534155,39.7
Louisiana,2011,48.36,21.1,31.1,41734,5.8822,4574836,48.9,35.9,62.8,1.058727026045962,34.7
Maine,2011,45.09,28.4,35.1,46033,6.08,1328188,49,43.2,95.2,0.43060031391809084,71.3
Maryland,2011,44.66,36.9,43.7,70004,9.0925,5828289,48.4,38,58.6,6.00159185354109,58.3
Massachusetts,2011,47.71,39.1,43.3,62859,8.6009,6587536,48.4,39.3,80.5,8.44452108002699,62.8
Michigan,2011,46.12,25.6,34.6,45981,6.1926,9876187,49.1,39.2,79.3,1.744652175680133,52.8
Minnesota,2011,44.36,32.4,38.7,56954,7.3578,5344861,49.7,37.6,85.7,0.6712384280378769,48.8
Mississippi,2011,47.349999999999994,19.8,31.1,36919,5.1355,2978512,48.6,36.1,59.4,0.6347454020988552,29.9
Missouri,2011,46.11,26.1,34.5,45247,6.1431,6010688,49,38,83,0.8743277962180593,48.9
Montana,2011,43.51,28.2,34.3,44222,5.6992,998199,50.1,39.7,89.3,0.0685810002653456,57.8
Nebraska,2011,44.67,27.9,34,50296,6.5532,1842641,49.5,36.3,88.2,0.2398713807238072,41.3
Nevada,2011,45.26,22.5,27.2,48927,6.572,2723322,50.4,36.7,71.5,0.24788918161250093,51.4
New Hampshire,2011,43.47,33.4,39.8,62647,7.9706,1318194,49.4,41.5,94.1,1.4722250216978583,65.7
New Jersey,2011,46.94,35.3,40.4,67458,9.1868,8821155,48.7,39.2,69.2,11.993693653526535,53.7
New Mexico,2011,48.209999999999994,25.6,35.5,41963,5.9314,2082224,49.8,36.6,71.7,0.17164099627960946,55.3
New York,2011,50.33,32.9,38.1,55246,8.0244,19465197,48.5,38.1,65.3,4.1306827516290046,60.4
North Carolina,2011,47.160000000000004,26.9,35.6,43916,6.0939,9656401,48.5,37.7,70.1,1.9859686255303302,48.7
North Dakota,2011,44.48,26.3,34.6,51704,6.6005,683932,50.3,36.6,89.8,0.09912882736028786,36.8
Ohio,2011,45.94,24.7,34.2,45749,6.1204,11544951,48.9,39.1,82.9,2.825576784017388,52.7
Oklahoma,2011,46.129999999999995,23.8,32.9,43225,5.8515,3791508,49.5,36.3,73.6,0.552726051533319,39.9
Oregon,2011,45.86,29.3,36,46816,6.2778,3871859,49.4,38.7,84.7,0.40333558801121827,100
Pennsylvania,2011,46.11,27,35.7,50228,6.7298,12742886,48.8,40.3,82.3,2.8480682507204382,56.8
Rhode Island,2011,46.739999999999995,31.1,37.2,53636,7.2229,1051302,48.4,39.5,81.7,10.168410405724943,63.3
South Carolina,2011,46.48,24.1,31.6,42367,5.7552,4679230,48.6,38,67,1.5564070090424778,38.4
South Dakota,2011,43.24,26.3,34.8,48321,6.1224,824082,49.8,37.1,85.9,0.1087058598369414,40
Tennessee,2011,47.56,23.6,33.1,41693,5.84,6403353,48.7,38.3,77.9,1.552982870933594,45.3
Texas,2011,47.71,26.4,34.7,49392,6.8936,25674681,49.6,33.7,74.6,0.9826944222078842,42.5
Utah,2011,42.49,29.7,36,55869,6.955,2817222,50.3,29.6,88.3,0.341991938061442,50.6
Vermont,2011,43.08,35.4,40.5,52776,6.7201,626431,49.2,42,95.2,0.6796288981004369,82.1
Virginia,2011,46.32,35.1,42.3,61882,8.4041,8096604,49.1,37.6,69.4,2.0507016567182514,51.6
Washington,2011,44.49,31.9,38.5,56835,7.4186,6830038,49.9,37.3,78.4,1.027761081562368,76.5
West Virginia,2011,47.21,18.5,32,38482,5.3269,1855364,49.3,41.4,93.9,0.7717450379685021,42.1
Wisconsin,2011,43.7,26.5,33.5,50395,6.4439,5711767,49.6,38.7,87.2,1.0544702977528488,51
Wyoming,2011,40.81,24.7,31.3,56322,6.8886,568158,50.9,36.8,90.7,0.058519446447805296,53.2
Alabama,2012,47.260000000000005,23.3,32.7,41574,5.7372,4822023,48.5,38.2,69.1,0.9520820850189566,29.7
Alaska,2012,42.32,28,36.8,67712,8.4738,731449,52.1,33.8,66.5,0.012809448427346574,59.1
Arizona,2012,46.08,27.3,34.9,47826,6.4841,6553255,49.8,36.6,78.8,0.5765940837984473,58.3
Arkansas,2012,46.32,21,31.2,40112,5.4116,2949131,49.1,37.6,78.3,0.567218972219837,38.7
California,2012,48.22,30.9,36.8,58328,8.2159,38041430,49.7,35.5,62.1,2.440766532127967,67.5
Colorado,2012,45.79,37.5,40,56765,7.6489,5187582,50.1,36.2,84.4,0.500552713920973,66.1
Connecticut,2012,49.15,37.1,41.5,67276,9.4796,3590347,48.7,40.4,78.1,7.414435926320701,52.9
Delaware,2012,43.56,29.5,36.7,58415,7.446,917092,48.5,39.2,69.7,4.706526091819545,48.5
District of Columbia,2012,53.43,53,59.9,66583,10.216,632323,47.3,33.7,39.6,103.44549945474857,55.6
Florida,2012,48.28,26.8,33.7,45040,6.4229,19317568,48.9,41.1,76.3,3.6004354786307986,47.1
Georgia,2012,48.089999999999996,28.2,35.5,47209,6.5623,9919945,48.9,35.7,60.4,1.7187182940758987,42.8
Hawaii,2012,42.57,30.1,33.3,66259,8.1812,1392313,50.4,38.3,24.9,2.1678743606324815,55.5
Idaho,2012,43.02,25.5,32.8,45489,5.8716,1595728,50.1,35.2,91.4,0.1930818906066413,53.8
Illinois,2012,47.160000000000004,31.6,36.1,55137,7.5201,12875255,49.1,37,72.7,2.319313597624219,53.9
Indiana,2012,44.17,23.4,31.2,46974,6.1272,6537334,49.2,37.3,84.3,1.8247368754406654,49
Iowa,2012,43.28,26.3,34.1,50957,6.4524,3074186,49.6,38,91.7,0.5504023603295145,38.8
Kansas,2012,44.96,30.4,35.4,50241,6.6618,2885905,49.7,36,85.5,0.35297890968770895,39.4
Kentucky,2012,46.67,21.8,32.3,41724,5.6738,4380415,49.2,38.4,87.8,1.10919920549774,36.9
Louisiana,2012,48.59,22,31.9,42944,6.0911,4601893,48.9,36,62.8,1.0649886662760655,31.7
Maine,2012,44.5,28,33.9,46709,6.1137,1329192,49,43.5,95.1,0.430925812051769,68.8
Maryland,2012,44.73,36.9,44.2,71122,9.2805,5884563,48.4,38.1,58.1,6.059539148187285,60.5
Massachusetts,2012,48.13,39.3,43.3,65339,8.9273,6646144,48.4,39.5,80.1,8.519650307625627,64.8
Michigan,2012,46.239999999999995,26,34.1,46859,6.3031,9883360,49.1,39.5,79.3,1.745919303373863,47.8
Minnesota,2012,44.41,33.2,39.1,58906,7.6261,5379139,49.6,37.6,85.5,0.6755432567015751,46.4
Mississippi,2012,48.699999999999996,20.7,30.8,37095,5.2677,2984926,48.3,36.2,59.3,0.6361122782467646,27.7
Missouri,2012,46.08,26.4,34.5,45321,6.1301,6021988,49,38.2,82.7,0.8759715188829628,46.2
Montana,2012,45.019999999999996,29.4,36.5,45076,5.9991,1005141,50.1,40.2,89.2,0.06905794855305379,52.8
Nebraska,2012,43.39,29,35.4,50723,6.5121,1855525,49.7,36.3,88.1,0.2415485944997112,39
Nevada,2012,45.16,22.4,27.1,49760,6.6044,2758931,50.4,36.8,69.7,0.25113047510186415,55.6
New Hampshire,2012,42.980000000000004,34.6,39.9,63280,8.0571,1320718,49.1,41.9,94,1.4750439511989524,61
New Jersey,2012,47.18,36.2,40.3,69667,9.4083,8864590,48.7,39.4,68.9,12.052750101785398,54.9
New Mexico,2012,47.13,26.1,35.6,42558,5.9281,2085538,49.6,36.8,71.9,0.17191417450715396,52.9
New York,2012,50.09,33.4,38.5,56448,8.1441,19570261,48.5,38.1,65.2,4.15297823893474,57.3
North Carolina,2012,46.910000000000004,27.4,35.6,45150,6.1807,9752073,48.7,37.8,69.9,2.005644857942565,49.6
North Dakota,2012,45.97,27.9,34.2,53585,7.2495,699628,51.1,36.2,89.5,0.10140379924966732,35.5
Ohio,2012,46.150000000000006,25.2,34,46829,6.2775,11544225,48.9,39.3,82.7,2.8253990986599367,51
Oklahoma,2012,46.43,23.8,32.3,44312,6.0298,3814820,49.5,36.3,73.5,0.5561244749873495,36.9
Oregon,2012,45.65,29.9,36.1,49161,6.4918,3899353,49.6,38.9,85.2,0.40619966665064716,100
Pennsylvania,2012,46.42,27.8,36.3,51230,6.934,12763536,48.8,40.5,81.9,2.8526835795695997,55.7
Rhode Island,2012,46.47,31.4,35.8,54554,7.2656,1050292,48.3,39.8,81.7,10.158641476806533,60.7
South Carolina,2012,46.839999999999996,25.1,32.8,43107,5.9042,4723723,48.6,38.3,67,1.5712062852168327,37.7
South Dakota,2012,43.35,26.3,35.2,48362,6.2807,833354,50.1,36.7,85.4,0.1099289428947052,34.4
Tennessee,2012,47.32,24.3,33.6,42764,5.9547,6456243,48.7,38.2,78,1.565810098175896,43.6
Texas,2012,47.67,26.7,34.2,50740,7.073,26059203,49.7,33.9,75,0.997411941954915,43.2
Utah,2012,42.44,30.7,36.8,57049,7.1875,2855287,50.3,29.9,88.1,0.3466127748724242,52.9
Vermont,2012,43.919999999999995,35.8,40.6,52977,6.8644,626011,49.4,42.4,95.1,0.6791732307768176,81.1
Virginia,2012,46.61,35.5,41.9,61741,8.4641,8185867,49,37.5,69.2,2.0733101209563003,53.1
Washington,2012,44.98,31.7,38.1,57573,7.5819,6897012,49.9,37.5,78.3,1.037839103189269,80
West Virginia,2012,46.379999999999995,18.6,31.5,40196,5.3889,1855413,49.1,41.5,93.7,0.7717654196870547,40.2
Wisconsin,2012,44.01,27.1,34.5,51059,6.6021,5726398,49.6,38.8,86.7,1.0571713804346918,50.3
Wyoming,2012,41.660000000000004,24.7,31.6,54901,6.8218,576412,50.8,36.9,90.9,0.05936959642541748,50.5
Alabama,2013,47.52,23.5,33.3,42849,5.9294,4833722,48.4,38.3,68.9,0.9543919886242768,38.2
Alaska,2013,40.83,28,35.8,72237,8.8758,735132,52.6,33.1,66.4,0.01287394670208332,78.7
Arizona,2013,46.81,27.4,35.1,48510,6.6389,6626624,49.8,36.8,79,0.5830495217959324,73.2
Arkansas,2013,46.85,20.6,31.9,40511,5.5547,2959373,49.4,37.8,77.9,0.5691888598624936,46.1
California,2013,49.03,31,36.9,60190,8.5707,38332521,49.8,35.7,61.9,2.4594431478756835,84.8
Colorado,2013,46.14,37.8,40.1,58823,7.9381,5268367,50.2,36.4,83.8,0.508347704148425,87.7
Connecticut,2013,49.94,37.2,40.4,67098,9.7801,3596080,48.7,40.5,77.3,7.426275161126028,76.3
Delaware,2013,45.129999999999995,29.8,38.6,57846,7.6995,925749,48.4,39.1,68.9,4.750953909723182,63.4
District of Columbia,2013,53.2,55.1,61.7,67572,10.2882,646449,47.4,33.8,40.9,105.75645623680106,84
Florida,2013,48.43,27.2,33.6,46036,6.5728,19552860,48.9,41.5,76.2,3.644289532341804,59.6
Georgia,2013,48.370000000000005,28.3,35.6,47829,6.7134,9992167,48.8,35.9,60.4,1.73123139496857,51.9
Hawaii,2013,44,31.2,34.2,68020,8.6783,1404054,50.6,38.1,25.6,2.186155460405439,71.2
Idaho,2013,43.76,26.2,33,46783,6.0665,1612136,50.3,35.7,91.5,0.19506724629449898,65.8
Illinois,2013,48.24,32.1,36.6,56210,7.8009,12882135,49.1,37.2,72.7,2.3205529422082027,67.1
Indiana,2013,45.540000000000006,23.8,32.1,47529,6.3249,6570902,49.1,37.3,84.2,1.83410656152903,59.1
Iowa,2013,44.29,26.4,34.3,52229,6.8075,3090416,49.5,38,91.4,0.5533081800515964,47.1
Kansas,2013,45.89,31.1,37.4,50972,6.8827,2893957,49.8,36,85.6,0.353963760603039,47.2
Kentucky,2013,47.21,22.6,32.7,43399,5.9323,4395295,49.2,38.5,87.7,1.1129670868920385,47.4
Louisiana,2013,49.14,22.5,32.1,44164,6.3132,4625470,48.8,36,62.9,1.0704449508495641,44.1
Maine,2013,45.32,28.2,34.6,46974,6.2579,1328302,48.9,44,94.9,0.43063727286952436,85.5
Maryland,2013,45.550000000000004,37.4,44.5,72483,9.6032,5928814,48.5,38.2,57.6,6.105105941651206,73.3
Massachusetts,2013,48.370000000000005,40.3,44,66768,9.1842,6692824,48.5,39.4,79.6,8.57948910683912,80.2
Michigan,2013,46.410000000000004,26.9,34.4,48273,6.5134,9895622,49.1,39.6,79.1,1.7480854151514333,69.9
Minnesota,2013,44.62,33.5,38.8,60702,7.8537,5420380,49.6,37.7,84.8,0.6807225390085817,61.7
Mississippi,2013,47.910000000000004,20.4,30.5,37963,5.278,2991207,48.5,36.6,59,0.6374508110008993,32.5
Missouri,2013,46.050000000000004,27,34.8,46931,6.3241,6044171,49,38.1,82.8,0.8791983064825696,57.1
Montana,2013,46.2,29,34.8,46972,6.2831,1015165,49.9,39.6,89.1,0.06974664484172952,67.2
Nebraska,2013,44.45,29.4,35.7,51440,6.7854,1868516,49.5,36.3,88.3,0.24323973732513565,50.5
Nevada,2013,45.43,22.5,28,51230,6.7949,2790136,50.3,37.1,68.3,0.2539708964373574,74
New Hampshire,2013,43.87,34.6,39,64230,8.2393,1323459,49.3,42.3,93.4,1.4781052371587382,79.9
New Jersey,2013,48,36.6,40.4,70165,9.6963,8899339,48.8,39.4,68.2,12.099996620043653,70.7
New Mexico,2013,47.589999999999996,26.4,34.7,43872,6.06,2085287,49.6,36.9,75.3,0.17189348418273828,67.7
New York,2013,50.980000000000004,34.1,39.2,57369,8.4973,19651127,48.5,38.2,64.6,4.170138701857013,79.2
North Carolina,2013,47.65,28.4,35.9,45906,6.4106,9848060,48.7,37.9,69.2,2.025385874337678,63.1
North Dakota,2013,45.5,27.1,34.3,55759,7.3806,723393,51,35.5,89,0.10484828873431966,45.4
Ohio,2013,46.52,26.1,34.9,48081,6.5129,11570808,48.9,39.3,82.5,2.831905172843321,69
Oklahoma,2013,46.19,23.8,32.5,45690,6.2014,3850568,49.5,36.2,73.1,0.5613358185715416,45.3
Oregon,2013,46,30.7,36.7,50251,6.7494,3930065,49.5,39.1,85.8,0.40939896770448214,80.4
Pennsylvania,2013,46.96,28.7,36.5,52007,7.1597,12773801,48.9,40.6,81.6,2.854977833837718,69.5
Rhode Island,2013,47.69,32.4,36.8,55902,7.682,1051511,48.8,39.9,80.5,10.170431896956575,71.7
South Carolina,2013,46.650000000000006,26.1,32.8,44163,5.9927,4774839,48.6,38.6,67.2,1.5882085058117201,52.1
South Dakota,2013,44.269999999999996,26.6,33.6,48947,6.4346,844877,50.2,36.6,85.1,0.11144895864908533,45.4
Tennessee,2013,47.83,24.8,33.7,44297,6.2157,6495978,48.9,38.5,77.9,1.5754468891472115,55.3
Texas,2013,48.07,27.5,34.9,51704,7.3422,26448193,49.7,34,75,1.0123004737070582,50.5
Utah,2013,42.59,31.3,37,59770,7.5223,2900872,50.3,30.2,87.4,0.3521464894666347,68.5
Vermont,2013,45.37,35.7,39.5,52578,6.977,626630,49.3,42.5,95,0.6798447976180566,99.6
Virginia,2013,46.72,36.1,42.2,62666,8.6618,8260405,49.2,37.6,69.3,2.0921890484780694,69.4
Washington,2013,45.72,32.7,38.5,58405,7.8093,6971406,49.9,37.4,78,1.049033661389641,98.5
West Virginia,2013,46.47,18.9,30.9,41253,5.5787,1854304,49.4,41.7,93.7,0.7713041273222642,48.5
Wisconsin,2013,44.46,27.7,33.9,51467,6.7292,5742713,49.7,39,86.6,1.0601833525455708,61.7
Wyoming,2013,41.83,26.6,34.1,58752,7.178,582658,51.1,36.6,90.7,0.06001292532778794,61.7
Alabama,2014,47.58,23.5,32.9,42830,5.9464,4849377,48.4,38.6,68.5,0.9574829828067957,35.9
Alaska,2014,41.75,28,35.8,71583,8.9094,736732,52.3,33.3,65.6,0.012901966587931484,69
Arizona,2014,46.760000000000005,27.6,35.1,50068,6.8103,6731484,49.7,36.9,78.3,0.5922757239850894,68.2
Arkansas,2014,47.14,21.4,32.4,41262,5.7693,2966369,49.1,37.8,78.3,0.5705344304491002,42
California,2014,48.9,31.7,37.6,61933,8.8595,38802500,49.6,36,61.4,2.489597351174639,83.4
Colorado,2014,45.839999999999996,38.3,40.3,61303,8.2295,5355866,50.3,36.3,84.4,0.5167905320237957,77.4
Connecticut,2014,50.05,38,42.5,70048,10.0948,3596677,48.8,40.5,76.8,7.427508027544792,69.7
Delaware,2014,44.940000000000005,30.6,38.8,59716,7.8773,935614,48.5,39.6,69.2,4.801581196730155,64.8
District of Columbia,2014,52.239999999999995,55,60,71648,10.3525,658893,47.4,33.8,40.2,107.79224458423568,80.1
Florida,2014,48.339999999999996,27.3,34.2,47463,6.751,19893297,48.9,41.6,76,3.707740658955601,59.9
Georgia,2014,48.010000000000005,29.1,36.1,49321,6.882,10097343,48.7,36.1,59.9,1.7494540681081614,48.2
Hawaii,2014,43.25,31,34.2,69592,8.6866,1419561,50.5,38.1,25.4,2.210300338540117,72.5
Idaho,2014,45.410000000000004,25,33.4,47861,6.4115,1634464,50,35.9,91.7,0.19776891754014053,59.9
Illinois,2014,47.65,32.8,37.1,57444,7.9379,12880580,49.1,37.5,72.1,2.320272828715747,63.4
Indiana,2014,44.55,24.7,32.9,49446,6.4422,6596855,49.2,37.4,84.1,1.8413507066389954,54.7
Iowa,2014,44.330000000000005,27.7,35.1,53712,6.9618,3107126,49.7,38.2,91.3,0.5562999389891188,43.9
Kansas,2014,45.97,31.5,36.9,52504,7.1045,2904021,49.8,36.2,84.9,0.3551947019358608,42.9
Kentucky,2014,47.04,22.2,32.9,42958,5.9057,4413457,49.3,38.5,87.4,1.117566029222902,45.4
Louisiana,2014,49.02,22.9,32.3,44555,6.3728,4649676,48.9,36.1,62.8,1.0760468011437536,41.1
Maine,2014,45.93,29.4,35.8,49462,6.5842,1330089,48.7,44.1,94.8,0.4312166206433121,86.3
Maryland,2014,44.91,38.2,44.7,73971,9.7016,5976407,48.5,38.3,57.4,6.154114108728298,71.7
Massachusetts,2014,48.63,41.2,44.7,69160,9.5404,6745408,48.5,39.4,79.3,8.646896206621518,77.7
Michigan,2014,45.98,27.4,35.2,49847,6.6794,9909877,49.1,39.6,78.9,1.7506035951701309,64.3
Minnesota,2014,45.39,34.3,40.4,61481,8.1824,5457173,49.7,37.8,84.4,0.6853432158573899,62.8
Mississippi,2014,47.599999999999994,21.1,31.1,39680,5.4887,2994079,48.7,36.7,58.8,0.6380628578198572,33.9
Missouri,2014,46.28,27.5,36,48363,6.5169,6063589,49,38.5,82.3,0.8820228911469147,52.2
Montana,2014,45.440000000000005,29.3,36.1,46328,6.2309,1023579,50.2,39.6,89.4,0.07032472650303415,61.7
Nebraska,2014,43.519999999999996,29.5,36,52686,6.8359,1881503,49.8,36.2,88.3,0.24493035943842856,44.5
Nevada,2014,44.269999999999996,23.1,27.6,51450,6.7029,2839099,50.3,37.4,68,0.25842773187558055,72.3
New Hampshire,2014,44.1,35,39.4,66532,8.6622,1326813,49.4,42.5,93.4,1.4818511521930764,72.6
New Jersey,2014,47.57,37.4,41.2,71919,9.9055,8938175,48.8,39.4,67.7,12.152800032604521,67.4
New Mexico,2014,47.699999999999996,26.4,35.2,44803,6.147,2085572,49.5,37.2,73.1,0.1719169771805808,62.8
New York,2014,51.11,34.5,39.6,58878,8.6563,19746227,48.5,38.2,64,4.190319742392072,76.8
North Carolina,2014,47.48,28.7,36.1,46556,6.5099,9943964,48.7,38.3,69.1,2.0451098206674603,57.7
North Dakota,2014,46.64,27.4,35.9,59029,7.9136,739482,50.9,35.1,88.5,0.10718022188469085,43.3
Ohio,2014,46.37,26.6,35.6,49308,6.6252,11594163,49,39.4,82.1,2.8376212079993577,61.4
Oklahoma,2014,46.6,24.2,34.1,47529,6.4584,3878051,49.5,36.2,72.9,0.5653422904223963,47.7
Oregon,2014,46.239999999999995,30.8,37.1,51075,6.921,3970239,49.5,39.3,84.6,0.4135839351613969,66.7
Pennsylvania,2014,46.86,29,36.9,53234,7.3112,12787209,48.9,40.7,81.4,2.857974556801861,67.5
Rhode Island,2014,48.27,30.4,36.3,54891,7.7146,1055173,48.5,39.8,81.3,10.205851518440948,69.3
South Carolina,2014,46.87,26.3,33,45238,6.1903,4832482,48.7,38.8,67.3,1.6073817392758232,49.3
South Dakota,2014,44.68,27.8,36.4,50979,6.658,853175,50.1,36.6,84.9,0.11254355994474151,38.9
Tennessee,2014,48.11,25.3,33.3,44361,6.2734,6549352,48.7,38.6,77.6,1.5883914992215287,52.9
Texas,2014,48.27,27.8,35.3,53035,7.5557,26956958,49.7,34.3,75.2,1.0317733749561366,52.4
Utah,2014,42.83,31.1,36.9,60922,7.7413,2942902,50.3,30.5,87.3,0.3572486508002898,62.6
Vermont,2014,44.06,34.9,40.2,54166,6.9973,626562,49.2,42.8,94.5,0.6797710229085182,100
Virginia,2014,46.58,36.7,42.9,64902,8.8457,8326289,49.2,37.7,68.9,2.1088760975113705,50.1
Washington,2014,45.42,33.1,39.4,61366,8.1218,7061530,50,37.5,77.7,1.0625952169351192,91.5
West Virginia,2014,45.46,19.2,31.8,41059,5.4877,1850326,49.4,41.9,93.6,0.7696494645385523,45.4
Wisconsin,2014,43.97,28.4,35,52622,6.8953,5757564,49.6,39.2,86.3,1.0629250502359575,58.1
Wyoming,2014,42.699999999999996,26.6,32.7,57055,7.2305,584153,50.9,36.6,91,0.060166908150241324,49.7
Alabama,2015,48.11,24.2,33.9,44765,6.2307,4858979,48.4,38.7,68.5,0.9593788452239496,35.2
Alaska,2015,43.22,29.7,36.4,73355,9.2876,738432,52.6,33.3,65.2,0.01293173771664516,68.6
Arizona,2015,47.02,27.7,34.6,51492,7.0638,6828065,49.6,37.4,77.4,0.600773490851683,77.8
Arkansas,2015,47.73,21.8,32.1,41995,5.9275,2978204,49.1,37.9,77.5,0.5728107065915374,41.2
California,2015,48.76,32.3,37.7,64500,9.1757,39144818,49.7,36.2,60.9,2.511560729463651,87.8
Colorado,2015,45.800000000000004,39.2,41.2,63909,8.5915,5456574,50.2,36.4,84.4,0.5265079037614478,83.6
Connecticut,2015,49.16,38.3,42.4,71346,10.1347,3590886,48.8,40.6,76.5,7.415549016772484,72.3
Delaware,2015,45.23,30.9,40,61255,8.112,945934,48.4,39.7,69.2,4.854543548672575,63.7
District of Columbia,2015,53.54,56.7,61.8,75628,11.46,672228,47.6,33.8,40,109.97379694786798,79.1
Florida,2015,48.72,28.4,34.5,49426,7.0462,20271272,48.8,41.8,75.8,3.778188170776731,65.7
Georgia,2015,48.010000000000005,29.9,36.4,51244,7.1555,10214860,48.7,36.4,59.5,1.769814928754558,54
